"User Action Name","Browser Type","Browser Family","Browser Version","Network Time","Server Time","Frontend Time","Visually Complete Time","User Session Count"
"click on ""Next"" on page /orange-booking-review.jsf","Mobile Browser","UC Browser mobile","UC Browser mobile 11","147.37979094076655","142.57026713124273","11753.082462253195","8915.006242197254","868"
"click on ""Next"" on page /orange-booking-review.jsf","Mobile Browser","UC Browser mobile","UC Browser mobile 9","53.0","16.625","665.75","458.64285714285717","8"
"click on ""Next"" on page /orange-booking-review.jsf","Synthetic Agent","Gomez Agent","null","265.14285714285717","146.2073732718894","17223.138248847925","10913.009732360097","248"
"click on ""Next"" on page /orange-booking-review.jsf","Synthetic Agent","Keynote Agent","null","135.48809523809524","89.11904761904762","12575.410714285714","8395.018450184501","176"
"click on ""Next"" on page /orange-booking-review.jsf","Tablet Browser","Chrome Mobile","Chrome Mobile 42","80.0909090909091","68.81818181818181","3764.6363636363635","6177.6","12"
"click on ""Next"" on page /orange-booking-review.jsf","Tablet Browser","Chrome Mobile","Chrome Mobile 52","587.827067669173","151.89473684210526","43867.36842105263","32504.536398467433","132"
"click on ""Next"" on page /orange-booking-review.jsf","Tablet Browser","Chrome Mobile","Chrome Mobile 54","103.5","207.75","241.5","95.33333333333333","4"
"click on ""Next"" on page /orange-booking-review.jsf","Tablet Browser","Chrome Mobile","Chrome Mobile 55","162.54437869822485","212.3846153846154","11562.384615384615","8781.122186495177","168"
"click on ""Next"" on page /orange-booking-review.jsf","Tablet Browser","Chrome Mobile","Chrome Mobile 57","108.2","448.2","469.0","276.42857142857144","4"
"click on ""Next"" on page /orange-booking-review.jsf","Tablet Browser","Kindle Browser","Kindle Browser 3","158.27272727272728","232.1818181818182","7302.636363636364","5356.1578947368425","12"
"click on ""Next"" on page /orange-booking-review.jsf","Tablet Browser","Mobile Samsung Browser","Mobile Samsung Browser 3","71.0952380952381","86.66666666666667","2852.9523809523807","2062.909090909091","20"
"click on ""Next"" on page /orange-booking-review.jsf","Tablet Browser","Mobile Samsung Browser","Mobile Samsung Browser 5","94.4","43.2","16151.6","12648.0","4"
"click on ""Next"" on page /orange-booking-review.jsf","Tablet Browser","Safari mobile","Safari mobile 10","224.46341463414635","146.3252032520325","11478.325203252032","9340.302428256071","252"
"click on ""Next"" on page /orange-booking-review.jsf","Tablet Browser","Safari mobile","Safari mobile 6","33.75","8.0","223.0","86.33333333333333","4"
"click on ""Next"" on page /orange-booking-review.jsf","Tablet Browser","Safari mobile","Safari mobile 7","56.8","38.4","364.4","217.0","4"
"click on ""Next"" on page /orange-booking-review.jsf","Tablet Browser","Safari mobile","Safari mobile 8","41.333333333333336","10.0","212.0","481.3636363636364","4"
"click on ""Next"" on page /orange-booking-review.jsf","Tablet Browser","Safari mobile","Safari mobile 9","255.42857142857142","86.76190476190476","12296.285714285714","8546.628571428571","20"
"click on ""Next"" on page /orange-booking-review.jsf","Tablet Browser","Silk","Silk 47","175.0948275862069","184.04310344827587","9718.663793103447","7509.98695652174","116"
"click on ""Next"" on page /orange-booking-review.jsf","Tablet Browser","UC Browser mobile","UC Browser mobile 10","309.3931623931624","198.97435897435898","30471.068376068375","22877.75845410628","116"
"click on ""Next"" on page /orange-booking-review.jsf","Tablet Browser","UC Browser mobile","UC Browser mobile 11","476.54545454545456","109.54545454545455","31416.272727272728","19515.608695652172","12"
"click on ""Search"" on page /orange.jsf","Desktop Browser","Chrome","Chrome 40","86.4201680672269","184.27731092436974","205.32773109243698","308.5462555066079","136"
"click on ""Search"" on page /orange.jsf","Desktop Browser","Chrome","Chrome 47","148.0047393364929","218.66824644549763","3430.5308056872036","2688.1879895561356","232"
"click on ""Search"" on page /orange.jsf","Desktop Browser","Chrome","Chrome 52","74.43835616438356","112.82876712328768","811.1369863013699","685.4716981132076","164"
"click on ""Search"" on page /orange.jsf","Desktop Browser","Chrome","Chrome 54","142.21192052980132","130.2980132450331","4526.556291390729","3558.642","328"
"click on ""Search"" on page /orange.jsf","Desktop Browser","Chrome","Chrome 55","142.55256656601702","148.5380181169366","4410.689267087565","3387.6231553324205","4304"
"click on ""Search"" on page /orange.jsf","Desktop Browser","Chrome","Chrome 56","178.958908045977","161.37442528735633","6116.443390804598","4707.430130643294","4132"
"click on ""Search"" on page /orange.jsf","Desktop Browser","Edge","Edge 12","107.0625","44.875","7826.75","5344.375","20"
"click on ""Search"" on page /orange.jsf","Desktop Browser","Edge","Edge 13","259.6818181818182","88.5909090909091","17773.863636363636","14698.733944954129","92"
"click on ""Search"" on page /orange.jsf","Desktop Browser","Edge","Edge 14","104.98564593301435","81.3157894736842","4294.004784688996","3494.8038147138964","504"
"click on ""Search"" on page /orange.jsf","Desktop Browser","Firefox","Firefox 36","107.66197183098592","351.943661971831","272.2042253521127","307.54185022026434","184"
"click on ""Search"" on page /orange.jsf","Desktop Browser","Firefox","Firefox 45","230.424","127.648","9382.68","7726.109589041096","152"
"click on ""Search"" on page /orange.jsf","Desktop Browser","Firefox","Firefox 46","96.32131147540984","149.22295081967212","1402.160655737705","1207.4591439688716","348"
"click on ""Search"" on page /orange.jsf","Desktop Browser","Firefox","Firefox 48","84.12359550561797","75.07865168539325","1766.4719101123596","1249.8994082840236","104"
"click on ""Search"" on page /orange.jsf","Desktop Browser","Firefox","Firefox 49","97.89690721649484","228.63917525773195","505.3917525773196","320.4113475177305","100"
"click on ""Search"" on page /orange.jsf","Desktop Browser","Firefox","Firefox 51","118.34676102340774","138.7245508982036","3559.32008709853","2808.9304293324976","2172"
"click on ""Search"" on page /orange.jsf","Desktop Browser","IE","IE 10","102.0990099009901","238.04950495049505","949.950495049505","747.8402366863905","100"
"click on ""Search"" on page /orange.jsf","Desktop Browser","IE","IE 11","147.05519828510182","137.41747052518755","7587.4565916398715","5189.042578710645","2156"
"click on ""Search"" on page /orange.jsf","Desktop Browser","IE","IE 7","77.8","76.0","8580.4","10516.473684210527","8"
"click on ""Search"" on page /orange.jsf","Desktop Browser","IE","IE 8","163.05263157894737","253.92105263157896","9455.5","7176.456140350877","40"
"click on ""Search"" on page /orange.jsf","Desktop Browser","IE","IE 9","121.08333333333333","96.75","10398.805555555555","8558.383333333333","40"
"click on ""Search"" on page /orange.jsf","Desktop Browser","PS4 Web browser","null","135.0","103.0","7594.0","6621.333333333333","4"
"click on ""Search"" on page /orange.jsf","Desktop Browser","Safari","Safari 10","115.99369747899159","171.08193277310923","3517.4495798319326","2763.3733955659277","596"
"click on ""Search"" on page /orange.jsf","Desktop Browser","Safari","Safari 4","72.74545454545455","150.98181818181817","294.90909090909093","397.15384615384613","64"
"click on ""Search"" on page /orange.jsf","Desktop Browser","Safari","Safari 5","620.4","1851.0","198.6","470.22222222222223","8"
"click on ""Search"" on page /orange.jsf","Desktop Browser","Safari","Safari 7","123.71333333333334","154.6","2862.6066666666666","2194.9540229885056","180"
"click on ""Search"" on page /orange.jsf","Desktop Browser","Safari","Safari 8","53.66216216216216","41.71621621621622","218.67567567567568","387.4925373134328","88"
"click on ""Search"" on page /orange.jsf","Desktop Browser","Safari","Safari 9","93.67796610169492","142.51694915254237","1827.3813559322034","1867.979274611399","152"
"click on ""Search"" on page /orange.jsf","Mobile Browser","Android browser","Android browser 2","54.55555555555556","28.555555555555557","3290.8888888888887","1704.0","12"
"click on ""Search"" on page /orange.jsf","Mobile Browser","Android browser","Android browser 4","124.6936170212766","246.39574468085107","5141.544680851064","4416.228855721393","276"
"click on ""Search"" on page /orange.jsf","Mobile Browser","Android browser","Android browser 5","606.2947189097104","234.73424190800682","57505.97955706985","30540.98832271762","704"
"click on ""Search"" on page /orange.jsf","Mobile Browser","Android browser","Android browser 6","134.1750547045952","147.77242888402625","10941.592997811817","8640.592875318067","520"
"click on ""Search"" on page /orange.jsf","Mobile Browser","Android browser","Android browser 7","220.8139534883721","221.39069767441862","13437.976744186046","8789.42","260"
"click on ""Search"" on page /orange.jsf","Mobile Browser","Chrome Mobile","Chrome Mobile 48","75.02142857142857","160.90714285714284","398.0","394.8347107438017","140"
"click on ""Search"" on page /orange.jsf","Mobile Browser","Chrome Mobile","Chrome Mobile 49","103.44166666666666","281.94166666666666","611.8333333333334","651.1731601731602","140"
"click on ""Search"" on page /orange.jsf","Mobile Browser","Chrome Mobile","Chrome Mobile 53","70.58333333333333","89.56410256410257","2090.3141025641025","1577.7261904761904","184"
"click on ""Search"" on page /orange.jsf","Mobile Browser","Chrome Mobile","Chrome Mobile 55","211.58405415569763","170.40541556976308","14411.147047762317","9540.21153432322","3272"
"click on ""Search"" on page /orange.jsf","Mobile Browser","Chrome Mobile","Chrome Mobile 56","103.13103448275862","82.8551724137931","3637.551724137931","2775.692832764505","164"
"click on ""Search"" on page /orange.jsf","Mobile Browser","Chrome Mobile","Chrome Mobile 57","58.81884057971015","91.92753623188406","393.9492753623188","293.5525114155251","160"
"click on ""Search"" on page /orange.jsf","Mobile Browser","Mobile Samsung Browser","Mobile Samsung Browser 3","183.16","352.96","9464.12","6804.404255319149","36"
"click on ""Search"" on page /orange.jsf","Mobile Browser","Mobile Samsung Browser","Mobile Samsung Browser 4","171.42424242424244","186.6130536130536","6714.358974358975","6470.836762688615","508"
"click on ""Search"" on page /orange.jsf","Mobile Browser","Mobile Samsung Browser","Mobile Samsung Browser 5","204.32085561497325","150.7433155080214","15017.29411764706","7769.174757281553","236"
"click on ""Search"" on page /orange.jsf","Mobile Browser","Opera Mobile","Opera Mobile 39","216.0","301.90909090909093","10574.575757575758","6123.6567164179105","36"
"click on ""Search"" on page /orange.jsf","Mobile Browser","Opera Mobile","Opera Mobile 40","93.67836257309942","170.140350877193","6998.198830409357","5322.472027972028","204"
"click on ""Search"" on page /orange.jsf","Mobile Browser","Opera Mobile","Opera Mobile 41","163.3861386138614","262.0693069306931","11513.554455445545","8513.673076923076","108"
"click on ""Search"" on page /orange.jsf","Mobile Browser","Opera Mobile","Opera Mobile 42","181.30813287514317","184.85108820160366","14616.505154639175","11512.47263681592","1000"
"click on ""Search"" on page /orange.jsf","Mobile Browser","Safari mobile","null","113.94526742554187","168.26882894121317","3798.3946670824885","2979.425832223702","7584"
"click on ""Search"" on page /orange.jsf","Mobile Browser","UC Browser mobile","UC Browser mobile 10","243.96774193548387","169.09677419354838","18272.274193548386","13900.944954128441","72"
"click on ""Search"" on page /orange.jsf","Mobile Browser","UC Browser mobile","UC Browser mobile 11","151.64440263405456","151.140169332079","11279.215428033867","8733.235838779956","1248"
"click on ""Search"" on page /orange.jsf","Mobile Browser","UC Browser mobile","UC Browser mobile 9","52.2","16.6","587.0","413.8125","12"
"click on ""Search"" on page /orange.jsf","Robot","bingbot","null","50.0","6.5","8129.5","6423.5","4"
"click on ""Search"" on page /orange.jsf","Robot","Googlebot","null","331.82978723404256","295.78723404255317","9382.0","7458.925531914893","188"
"click on ""Search"" on page /orange.jsf","Robot","Yahoo!","null","135.07142857142858","270.57142857142856","7496.5","5984.071428571428","56"
"click on ""Search"" on page /orange.jsf","Synthetic Agent","Gomez Agent","null","257.31496062992125","148.79527559055117","16516.417322834644","10756.026666666667","320"
"click on ""Search"" on page /orange.jsf","Synthetic Agent","Keynote Agent","null","145.29680365296804","104.30593607305936","12211.885844748858","8358.314371257486","268"
"click on ""Search"" on page /orange.jsf","Tablet Browser","Chrome Mobile","Chrome Mobile 42","92.16666666666667","188.61111111111111","2377.777777777778","4314.888888888889","24"
"click on ""Search"" on page /orange.jsf","Tablet Browser","Chrome Mobile","Chrome Mobile 52","625.7798742138365","166.49056603773585","41003.94968553459","31419.776632302404","180"
"click on ""Search"" on page /orange.jsf","Tablet Browser","Chrome Mobile","Chrome Mobile 54","103.5","207.75","241.5","95.33333333333333","4"
"click on ""Search"" on page /orange.jsf","Tablet Browser","Chrome Mobile","Chrome Mobile 55","153.24378109452735","193.044776119403","10930.298507462687","8522.061224489797","232"
"click on ""Search"" on page /orange.jsf","Tablet Browser","Chrome Mobile","Chrome Mobile 57","108.2","448.2","469.0","276.42857142857144","4"
"click on ""Search"" on page /orange.jsf","Tablet Browser","Kindle Browser","Kindle Browser 3","129.6","172.4","6645.533333333334","5090.608695652174","20"
"click on ""Search"" on page /orange.jsf","Tablet Browser","Mobile Samsung Browser","Mobile Samsung Browser 3","71.0952380952381","86.66666666666667","2852.9523809523807","2062.909090909091","20"
"click on ""Search"" on page /orange.jsf","Tablet Browser","Mobile Samsung Browser","Mobile Samsung Browser 4","37.5","9.25","239.75","85.25","8"
"click on ""Search"" on page /orange.jsf","Tablet Browser","Mobile Samsung Browser","Mobile Samsung Browser 5","138.0","353.8888888888889","11231.555555555555","9518.545454545454","12"
"click on ""Search"" on page /orange.jsf","Tablet Browser","Safari mobile","Safari mobile 10","270.2875","159.70625","12788.121875","10267.795580110498","392"
"click on ""Search"" on page /orange.jsf","Tablet Browser","Safari mobile","Safari mobile 6","33.75","8.0","223.0","86.33333333333333","4"
"click on ""Search"" on page /orange.jsf","Tablet Browser","Safari mobile","Safari mobile 7","56.8","38.4","364.4","217.0","4"
"click on ""Search"" on page /orange.jsf","Tablet Browser","Safari mobile","Safari mobile 8","41.333333333333336","10.0","212.0","481.3636363636364","4"
"click on ""Search"" on page /orange.jsf","Tablet Browser","Safari mobile","Safari mobile 9","252.28","81.0","12497.4","8763.205128205129","28"
"click on ""Search"" on page /orange.jsf","Tablet Browser","Silk","Silk 47","174.45925925925926","182.47407407407408","9517.207407407408","7417.97628458498","152"
"click on ""Search"" on page /orange.jsf","Tablet Browser","UC Browser mobile","UC Browser mobile 10","302.1374045801527","192.41221374045801","29600.480916030534","22562.678733031673","144"
"click on ""Search"" on page /orange.jsf","Tablet Browser","UC Browser mobile","UC Browser mobile 11","476.54545454545456","109.54545454545455","31416.272727272728","19515.608695652172","12"
"Loading of page /j_invalidate_session","Desktop Browser","Chrome","Chrome 40","89.54205607476635","199.7663551401869","208.71028037383178","322.3581395348837","112"
"Loading of page /j_invalidate_session","Desktop Browser","Chrome","Chrome 47","158.2275132275132","243.05291005291005","3473.703703703704","2710.8116343490306","188"
"Loading of page /j_invalidate_session","Desktop Browser","Chrome","Chrome 52","73.1953125","122.640625","645.6015625","625.1538461538462","128"
"Loading of page /j_invalidate_session","Desktop Browser","Chrome","Chrome 54","133.6492537313433","103.19029850746269","4739.2201492537315","3659.8819742489272","260"
"Loading of page /j_invalidate_session","Desktop Browser","Chrome","Chrome 55","135.02721088435374","139.9880142533204","4217.29996760609","3300.3761010470334","3192"
"Loading of page /j_invalidate_session","Desktop Browser","Chrome","Chrome 56","181.7902777777778","163.21701388888889","6272.674652777778","4761.200293739673","2932"
"Loading of page /j_invalidate_session","Desktop Browser","Edge","Edge 12","82.0","47.916666666666664","6860.083333333333","4668.4","12"
"Loading of page /j_invalidate_session","Desktop Browser","Edge","Edge 13","240.8095238095238","49.214285714285715","19625.5","15554.223529411765","44"
"Loading of page /j_invalidate_session","Desktop Browser","Edge","Edge 14","100.5264705882353","77.9235294117647","4187.123529411765","3463.9466463414633","348"
"Loading of page /j_invalidate_session","Desktop Browser","Firefox","Firefox 36","88.22115384615384","221.83653846153845","302.96153846153845","356.0","108"
"Loading of page /j_invalidate_session","Desktop Browser","Firefox","Firefox 45","221.6893203883495","119.6504854368932","9797.47572815534","7930.989847715736","108"
"Loading of page /j_invalidate_session","Desktop Browser","Firefox","Firefox 46","93.28735632183908","147.0727969348659","1375.7892720306513","1212.3489361702127","260"
"Loading of page /j_invalidate_session","Desktop Browser","Firefox","Firefox 48","77.18181818181819","63.142857142857146","1542.012987012987","1152.8025477707006","80"
"Loading of page /j_invalidate_session","Desktop Browser","Firefox","Firefox 49","102.48235294117647","247.96470588235294","399.22352941176473","302.5426356589147","76"
"Loading of page /j_invalidate_session","Desktop Browser","Firefox","Firefox 51","111.78566732412887","129.75016436554898","3648.040105193951","2857.0264347826087","1540"
"Loading of page /j_invalidate_session","Desktop Browser","IE","IE 10","97.08247422680412","213.10309278350516","980.639175257732","764.1878787878788","92"
"Loading of page /j_invalidate_session","Desktop Browser","IE","IE 11","134.89891926255564","138.44882390336934","6830.150031786396","4807.991779020059","1588"
"Loading of page /j_invalidate_session","Desktop Browser","IE","IE 7","115.66666666666667","117.66666666666667","14111.0","11742.941176470587","4"
"Loading of page /j_invalidate_session","Desktop Browser","IE","IE 8","147.2058823529412","126.47058823529412","9983.882352941177","7421.622641509434","32"
"Loading of page /j_invalidate_session","Desktop Browser","IE","IE 9","121.6875","99.53125","10628.4375","8692.392857142857","32"
"Loading of page /j_invalidate_session","Desktop Browser","PS4 Web browser","null","135.0","103.0","7594.0","6621.333333333333","4"
"Loading of page /j_invalidate_session","Desktop Browser","Safari","Safari 10","101.05053191489361","122.67819148936171","3779.973404255319","2883.2872483221477","396"
"Loading of page /j_invalidate_session","Desktop Browser","Safari","Safari 4","78.48936170212765","175.08510638297872","315.1063829787234","428.855421686747","48"
"Loading of page /j_invalidate_session","Desktop Browser","Safari","Safari 6","55.666666666666664","62.5","200.33333333333334","645.4375","8"
"Loading of page /j_invalidate_session","Desktop Browser","Safari","Safari 7","134.5677966101695","160.21186440677965","3374.6525423728813","2413.3362445414846","116"
"Loading of page /j_invalidate_session","Desktop Browser","Safari","Safari 8","51.546875","37.0","221.96875","413.4758064516129","68"
"Loading of page /j_invalidate_session","Desktop Browser","Safari","Safari 9","90.61363636363636","104.43181818181819","1955.159090909091","2012.4662576687117","92"
"Loading of page /j_invalidate_session","Mobile Browser","Android browser","Android browser 2","45.285714285714285","11.285714285714286","242.14285714285714","488.375","8"
"Loading of page /j_invalidate_session","Mobile Browser","Android browser","Android browser 4","119.43654822335026","247.43147208121826","4994.553299492386","4387.06043956044","200"
"Loading of page /j_invalidate_session","Mobile Browser","Android browser","Android browser 5","591.9110169491526","237.739406779661","56177.92161016949","28730.893902439024","468"
"Loading of page /j_invalidate_session","Mobile Browser","Android browser","Android browser 6","138.37209302325581","141.45219638242895","11857.669250645995","9030.15782122905","380"
"Loading of page /j_invalidate_session","Mobile Browser","Android browser","Android browser 7","226.01169590643275","214.05847953216374","15112.421052631578","9277.303921568628","172"
"Loading of page /j_invalidate_session","Mobile Browser","Chrome Mobile","Chrome Mobile 48","75.86363636363636","166.03787878787878","407.3863636363636","405.3034188034188","124"
"Loading of page /j_invalidate_session","Mobile Browser","Chrome Mobile","Chrome Mobile 49","96.375","241.96153846153845","677.0769230769231","694.6139534883721","108"
"Loading of page /j_invalidate_session","Mobile Browser","Chrome Mobile","Chrome Mobile 53","70.89682539682539","101.33333333333333","1838.357142857143","1466.2252252252251","124"
"Loading of page /j_invalidate_session","Mobile Browser","Chrome Mobile","Chrome Mobile 55","209.27584586466165","151.42622180451127","15119.128759398496","9636.993926141886","2204"
"Loading of page /j_invalidate_session","Mobile Browser","Chrome Mobile","Chrome Mobile 56","106.52631578947368","84.13533834586467","3777.9924812030076","2825.7508896797153","140"
"Loading of page /j_invalidate_session","Mobile Browser","Chrome Mobile","Chrome Mobile 57","57.93636363636364","90.41818181818182","434.44545454545454","323.81151832460733","104"
"Loading of page /j_invalidate_session","Mobile Browser","Mobile Samsung Browser","Mobile Samsung Browser 3","209.64705882352942","385.88235294117646","12312.70588235294","7668.538461538462","20"
"Loading of page /j_invalidate_session","Mobile Browser","Mobile Samsung Browser","Mobile Samsung Browser 4","154.27246376811595","208.55942028985507","4189.898550724638","4451.048","340"
"Loading of page /j_invalidate_session","Mobile Browser","Mobile Samsung Browser","Mobile Samsung Browser 5","204.4360902255639","187.95488721804512","14099.842105263158","6842.709803921569","132"
"Loading of page /j_invalidate_session","Mobile Browser","Opera Mobile","Opera Mobile 39","209.0","310.258064516129","9698.774193548386","5708.861538461539","32"
"Loading of page /j_invalidate_session","Mobile Browser","Opera Mobile","Opera Mobile 40","79.60992907801419","114.08510638297872","7266.312056737589","5421.33203125","144"
"Loading of page /j_invalidate_session","Mobile Browser","Opera Mobile","Opera Mobile 41","169.47191011235955","282.3820224719101","12013.348314606741","8698.388888888889","84"
"Loading of page /j_invalidate_session","Mobile Browser","Opera Mobile","Opera Mobile 42","170.89655172413794","172.98339719029374","14812.309067688378","11581.727272727272","820"
"Loading of page /j_invalidate_session","Mobile Browser","Safari mobile","null","102.66297824456115","149.53338334583646","3592.7576894223557","2851.1999606956865","5436"
"Loading of page /j_invalidate_session","Mobile Browser","UC Browser mobile","UC Browser mobile 10","257.1111111111111","179.35185185185185","19751.24074074074","14483.079207920791","56"
"Loading of page /j_invalidate_session","Mobile Browser","UC Browser mobile","UC Browser mobile 11","145.7591973244147","138.23745819397993","11716.973244147157","8896.313173652694","916"
"Loading of page /j_invalidate_session","Mobile Browser","UC Browser mobile","UC Browser mobile 9","53.0","16.625","665.75","458.64285714285717","8"
"Loading of page /j_invalidate_session","Synthetic Agent","Gomez Agent","null","229.66867469879517","93.93975903614458","18625.807228915663","12664.46","148"
"Loading of page /j_invalidate_session","Synthetic Agent","Keynote Agent","null","113.90728476821192","93.60264900662251","10959.569536423842","7978.101265822785","136"
"Loading of page /j_invalidate_session","Tablet Browser","Chrome Mobile","Chrome Mobile 42","74.0","56.785714285714285","3004.4285714285716","4845.46875","16"
"Loading of page /j_invalidate_session","Tablet Browser","Chrome Mobile","Chrome Mobile 52","585.2846715328467","151.66423357664235","43542.96350364963","32544.065637065636","136"
"Loading of page /j_invalidate_session","Tablet Browser","Chrome Mobile","Chrome Mobile 54","103.5","207.75","241.5","95.33333333333333","4"
"Loading of page /j_invalidate_session","Tablet Browser","Chrome Mobile","Chrome Mobile 55","162.54437869822485","212.3846153846154","11562.384615384615","8781.122186495177","168"
"Loading of page /j_invalidate_session","Tablet Browser","Chrome Mobile","Chrome Mobile 57","108.2","448.2","469.0","276.42857142857144","4"
"Loading of page /j_invalidate_session","Tablet Browser","Kindle Browser","Kindle Browser 3","158.27272727272728","232.1818181818182","7302.636363636364","5356.1578947368425","12"
"Loading of page /j_invalidate_session","Tablet Browser","Mobile Samsung Browser","Mobile Samsung Browser 3","71.0952380952381","86.66666666666667","2852.9523809523807","2062.909090909091","20"
"Loading of page /j_invalidate_session","Tablet Browser","Mobile Samsung Browser","Mobile Samsung Browser 5","94.4","43.2","16151.6","12648.0","4"
"Loading of page /j_invalidate_session","Tablet Browser","Safari mobile","Safari mobile 10","250.4496124031008","148.58139534883722","12084.178294573643","9971.536382536382","268"
"Loading of page /j_invalidate_session","Tablet Browser","Safari mobile","Safari mobile 6","33.75","8.0","223.0","86.33333333333333","4"
"Loading of page /j_invalidate_session","Tablet Browser","Safari mobile","Safari mobile 7","56.8","38.4","364.4","217.0","4"
"Loading of page /j_invalidate_session","Tablet Browser","Safari mobile","Safari mobile 8","41.333333333333336","10.0","212.0","481.3636363636364","4"
"Loading of page /j_invalidate_session","Tablet Browser","Safari mobile","Safari mobile 9","255.42857142857142","86.76190476190476","12296.285714285714","8546.628571428571","20"
"Loading of page /j_invalidate_session","Tablet Browser","Silk","Silk 47","172.46218487394958","180.03361344537817","9694.218487394957","7487.122362869199","120"
"Loading of page /j_invalidate_session","Tablet Browser","UC Browser mobile","UC Browser mobile 10","309.3931623931624","198.97435897435898","30471.068376068375","22877.75845410628","116"
"Loading of page /j_invalidate_session","Tablet Browser","UC Browser mobile","UC Browser mobile 11","476.54545454545456","109.54545454545455","31416.272727272728","19515.608695652172","12"
"Loading of page /orange.jsf","Desktop Browser","Chrome","Chrome 40","85.81818181818181","181.39669421487602","205.1818181818182","303.1810344827586","140"
"Loading of page /orange.jsf","Desktop Browser","Chrome","Chrome 47","144.42727272727274","212.3","3329.1","2583.0717821782177","252"
"Loading of page /orange.jsf","Desktop Browser","Chrome","Chrome 52","74.43835616438356","112.82876712328768","811.1369863013699","685.4716981132076","164"
"Loading of page /orange.jsf","Desktop Browser","Chrome","Chrome 54","142.84444444444443","133.86031746031745","4414.1238095238095","3446.0833333333335","360"
"Loading of page /orange.jsf","Desktop Browser","Chrome","Chrome 55","144.91552570395245","147.96073366055282","4486.4613794885045","3458.57606405394","4792"
"Loading of page /orange.jsf","Desktop Browser","Chrome","Chrome 56","180.0615468409586","161.59831154684096","6049.454520697168","4611.462237977805","4568"
"Loading of page /orange.jsf","Desktop Browser","Edge","Edge 12","104.47058823529412","42.94117647058823","7381.058823529412","5133.36","24"
"Loading of page /orange.jsf","Desktop Browser","Edge","Edge 13","329.375","98.6875","17480.175","14056.333333333334","120"
"Loading of page /orange.jsf","Desktop Browser","Edge","Edge 14","105.29359823399558","94.32229580573951","4171.225165562914","3329.7588739290086","580"
"Loading of page /orange.jsf","Desktop Browser","Firefox","Firefox 36","105.62585034013605","340.2721088435374","269.2925170068027","296.07563025210084","196"
"Loading of page /orange.jsf","Desktop Browser","Firefox","Firefox 45","223.42537313432837","121.61194029850746","9297.708955223881","7601.966666666666","172"
"Loading of page /orange.jsf","Desktop Browser","Firefox","Firefox 46","93.92401215805471","144.1884498480243","1390.3617021276596","1163.774647887324","404"
"Loading of page /orange.jsf","Desktop Browser","Firefox","Firefox 48","82.85263157894737","76.48421052631579","1884.3684210526317","1339.707182320442","120"
"Loading of page /orange.jsf","Desktop Browser","Firefox","Firefox 49","127.43809523809524","321.37142857142857","565.0","316.32911392405066","120"
"Loading of page /orange.jsf","Desktop Browser","Firefox","Firefox 51","119.84415584415585","142.13558441558442","3522.537142857143","2756.0356616563513","2372"
"Loading of page /orange.jsf","Desktop Browser","IE","IE 10","106.03809523809524","270.8","922.0","709.7374301675977","108"
"Loading of page /orange.jsf","Desktop Browser","IE","IE 11","147.3","139.1323076923077","7433.181025641025","5070.9498157074","2348"
"Loading of page /orange.jsf","Desktop Browser","IE","IE 7","77.8","76.0","8580.4","10516.473684210527","8"
"Loading of page /orange.jsf","Desktop Browser","IE","IE 8","163.05263157894737","253.92105263157896","9455.5","7176.456140350877","40"
"Loading of page /orange.jsf","Desktop Browser","IE","IE 9","118.21621621621621","94.4054054054054","10231.621621621622","8419.295081967213","44"
"Loading of page /orange.jsf","Desktop Browser","PS4 Web browser","null","135.0","103.0","7594.0","6621.333333333333","4"
"Loading of page /orange.jsf","Desktop Browser","Safari","Safari 10","122.46745562130178","175.7041420118343","3485.9250493096647","2725.5285868392666","668"
"Loading of page /orange.jsf","Desktop Browser","Safari","Safari 4","71.45614035087719","146.01754385964912","291.2456140350877","379.6354166666667","68"
"Loading of page /orange.jsf","Desktop Browser","Safari","Safari 5","620.4","1851.0","198.6","470.22222222222223","8"
"Loading of page /orange.jsf","Desktop Browser","Safari","Safari 7","121.06451612903226","149.90322580645162","2775.4193548387098","2108.408088235294","192"
"Loading of page /orange.jsf","Desktop Browser","Safari","Safari 8","54.0609756097561","44.48780487804878","216.40243902439025","344.81168831168833","104"
"Loading of page /orange.jsf","Desktop Browser","Safari","Safari 9","94.2063492063492","153.82539682539684","1721.952380952381","1698.112676056338","168"
"Loading of page /orange.jsf","Mobile Browser","Android browser","Android browser 2","54.55555555555556","28.555555555555557","3290.8888888888887","1704.0","12"
"Loading of page /orange.jsf","Mobile Browser","Android browser","Android browser 4","122.45381526104417","234.6024096385542","5130.971887550201","4374.371229698376","312"
"Loading of page /orange.jsf","Mobile Browser","Android browser","Android browser 5","372.0329218106996","238.84156378600824","28856.574074074073","19522.961716937356","604"
"Loading of page /orange.jsf","Mobile Browser","Android browser","Android browser 6","134.22037422037423","152.85654885654887","10829.168399168399","8483.30023640662","568"
"Loading of page /orange.jsf","Mobile Browser","Android browser","Android browser 7","180.0929203539823","215.96902654867256","9586.03982300885","6892.618181818182","288"
"Loading of page /orange.jsf","Mobile Browser","Chrome Mobile","Chrome Mobile 48","74.79729729729729","157.8716216216216","390.1621621621622","374.19305019305017","160"
"Loading of page /orange.jsf","Mobile Browser","Chrome Mobile","Chrome Mobile 49","101.11290322580645","273.11290322580646","598.8629032258065","626.8921161825726","148"
